
x,y,z
79.10837191429697,477.9792951811918,a
76.30474155549373,466.62976183373786,a
72.61384661830844,442.816149658638,a
86.71994997390138,451.0368260828542,a
74.98174547184945,460.67550220003216,a
80.922673047021,431.74723461638973,a
97.74292797450467,481.3428106973523,a
64.63427742912198,428.4194237833844,a
83.01431786369184,432.53786969304895,a
73.99974337945511,465.2762931083845,a
79.6242133989393,377.3838706592864,a
73.68101827500661,328.4387446935238,a
43.833973029612935,412.4460856926837,a
90.3088933206042,428.98530498259834,a
78.72083037158512,407.554930496593,a
73.51059017867978,313.0686185694159,a
53.96212107947643,382.3537280580409,a
61.36056884736599,323.3614348906799,a
67.45992435073241,315.5512736325838,a
73.27008805126947,307.3790186746995,a
105.1083011076284,271.2227821570853,a
85.25138087805924,352.4946069874023,a
-4.79955769213629,258.6766344095282,a
27.17980550428306,242.4532430387444,a
21.13280511000996,194.80833166381922,a
56.639674938929105,224.8832432464477,a
35.37502340813059,222.25895899959283,a
102.4955167640669,242.34091815682996,a
48.20691125681548,169.662409011406,a
67.90592284421376,146.65016250833327,a
46.24554946844042,175.3804294454756,a
64.60303641020963,211.51670080238011,a
65.2360128195797,156.36078958456147,a
45.344629044828224,144.78091137991333,a
15.386568538476588,155.9666764746401,a
60.237599853871664,130.91462744865066,a
82.02661616955379,136.2421582837369,a
45.578008083256684,130.83777075259667,a
60.48492407465002,185.05449153445898,a
43.53806955092132,142.92437629542252,a
62.64385362950471,104.33908434069662,a
68.87384438748016,170.74062258418093,a
36.254480323741944,87.52978948494763,a
122.72086714213214,180.39334187971167,a
34.951773803016465,120.36148846733539,a
65.14176642175944,76.61952157376629,a
75.93679698396053,95.1451198603923,a
39.151829396891436,124.32814858558345,a
54.425291455350234,68.68487717349967,a
2.8378865900580053,82.51622852190826,a
97.16468044843441,92.79022205280592,a
72.88773892229696,56.482215837957426,a
43.742632090337594,38.0201008710751,a
24.734550669778947,44.70573799173911,a
81.42358704493657,43.26319828110502,a
61.77363983168134,24.7465284608582,a
16.894962218412665,91.33672861451441,a
41.15425939521851,57.94632168072059,a
104.13036682204918,53.67335573567141,a
54.81021177365949,36.91238692405943,a
32.91731953334945,61.225605908485306,a
81.67711676272143,60.14638804997031,a
104.5820810538696,28.56525487571406,a
64.02486288786424,87.1612785661502,a
54.65623402643372,58.42935393133541,a
105.59054720232405,113.90542782002098,a
43.87280928296154,134.66670240891682,a
70.89451214153488,152.99660095215262,a
36.69156515854226,172.0629664156956,a
79.62538099604645,185.3491688738128,a
42.601948834934674,219.41664126998,a
93.85227321158571,284.75266963576104,a
31.292540794776336,230.5811510405352,a
53.59667243650088,282.1409347678897,a
42.96496637413925,215.2338885919787,a
28.32486655966879,244.78443715648373,a
74.5528645829937,320.3320323746683,a
40.03423488609418,323.09148035390604,a
80.3517374968477,327.9608991649727,a
55.87571273339854,365.226689905935,a
67.26823021773602,368.2793171931492,a
70.89249946356516,395.9092284320381,a
26.304506574790516,355.4094087630557,a
66.04899012268586,414.6538426136402,a
55.75869207453316,342.72490709121934,a
57.95188730618833,365.8766002792817,a
52.55918266043642,382.2110019967367,a
32.027488608704935,397.39481866857994,a
88.1950480849154,429.2212576890858,a
128.54093730650504,449.9709588436396,a
84.93471342899046,405.01544829862223,a
95.04939713872405,432.53437568953984,a
83.30042631356224,438.3699025697327,a
37.63087733481549,430.34007358149364,a
59.66922600097037,461.9600236855083,a
109.33554983324885,402.1617818895214,a
67.6678900972037,394.1428009120758,a
84.99586290901844,460.36665770950583,a
77.74301916890691,406.0392952948146,a
114.64209304368711,462.2765078685485,a
106.10376047936005,373.985808548249,a
54.79040751294836,357.26623354163,a
63.787516854994294,366.7893704666894,a
97.6315758274485,329.07271643434547,a
86.79588128003326,300.5776713936734,a
57.38097839916066,279.914725519282,a
42.030866341875296,239.73459330110796,a
76.2818046905251,307.1474652942569,a
101.52610805049184,206.132384878737,a
65.45901758925358,246.42538450521235,a
72.55491423762305,222.20777763394779,a
30.807368024950243,207.56958534008493,a
76.14330855778272,171.08735356408164,a
8.638802919948787,164.17243005484204,a
58.15764606796685,163.91201618799454,a
15.415338569035036,143.95980448170042,a
28.75416761951527,154.02019067205595,a
47.582868067527514,132.8856319469919,a
66.13856228574723,129.68003697262077,a
12.823492428963512,104.9195574574511,a
36.6412412350973,185.82618359769782,a
65.09494514759821,152.23011102071786,a
45.46930356612479,125.1068757496945,a
61.26166308905064,122.01487514563763,a
43.84921353490725,136.21234740255687,a
31.16364607633659,124.95931624202456,a
98.38771263783991,111.54200093062292,a
28.888257201156883,122.93541191835504,a
86.73900993719656,41.38447725481592,a
74.84610020613329,64.63085728273273,a
69.54602515512391,87.66594806676454,a
82.79505994130207,56.74552756220493,a
68.35605694443939,91.74798102926326,a
52.52880274281202,87.724691567989,a
96.8400597623284,70.59639611660816,a
23.461401337288414,66.82995277487271,a
72.24214105814107,56.232996033417805,a
51.06909380475708,68.98634028011497,a
263.85202735386554,459.4646500439056,a
228.2431947577321,433.73213731102635,a
170.85842095970034,418.78296462949623,a
201.65783447646436,371.9677950361073,a
238.86216281348325,358.1201826780652,a
206.4833748136889,362.7391064184645,a
180.5103877810933,354.088323782967,a
162.08826685120582,276.082774032835,a
228.36204272811472,258.1491276151479,a
169.19064996757658,259.4445963035747,a
196.05983417310367,219.60646571010238,a
238.11707282494848,224.73380554804532,a
185.31341308316945,208.11135413581673,a
197.7168016713825,229.8085672321377,a
186.6989772924275,182.4750511231298,a
239.574367057616,145.6113231441468,a
175.6253028877194,173.19879592770315,a
186.42943647592884,152.18019330037743,a
183.96120960456918,122.79818080346752,a
177.9495680327244,119.23144135043208,a
195.8455232684293,98.04273424733549,a
210.06286558555325,99.66697073231006,a
203.14312024580767,118.9696895357472,a
206.20195204438312,51.203570511299006,a
203.16189869166496,84.38523622193742,a
182.79223606938535,28.262343059510613,a
150.75068536803758,56.70412585816382,a
145.0457266028522,29.764075048882376,a
183.81892326855498,101.74106802513421,a
197.9848871274709,35.496327988579594,a
166.15791056997526,57.13932493625646,a
166.169909692706,41.89596041347227,a
189.52507684928793,23.986093306417615,a
204.1609770332924,29.15416379134126,a
174.28003766110382,41.48740301683182,a
191.71005534775625,42.0805215397358,a
204.73838268407937,-32.74070397975754,a
207.58107507081434,22.471718047620016,a
210.68529414789384,-27.928685495023046,a
198.27832894611237,98.90318943092166,a
251.0048197422958,2.6393420011547732,a
214.65890635412052,96.25384670554371,a
199.62911246173704,43.42898739222994,a
183.4726474841424,119.95179584279691,a
143.56012344522316,84.60256068572363,a
176.1290753762548,150.20889160816762,a
192.30293561650274,165.3186175409516,a
218.0671159821019,183.88664249113089,a
244.03216673957337,146.3820979173704,a
198.58275143926568,216.63110328492292,a
198.44756673758664,214.74859201763292,a
216.47890257257524,235.73596454674993,a
194.3384583317473,259.38641544203256,a
197.58885085188027,283.07717903994353,a
226.16104688228188,269.0894745641467,a
196.99186628845547,307.6517383553515,a
187.4039025493987,377.8496313874808,a
164.78508245991725,356.54882746705664,a
215.7547405483741,387.1794341323231,a
216.10482453190454,337.0485171123752,a
233.3960469925844,395.8149499334727,a
200.3467165988288,386.88515900192385,a
223.9501488360774,376.7617640222611,a
176.46207258634576,397.736606350377,a
235.5291475720287,361.5838725808693,a
251.76348856712104,398.4956131402564,a
198.84958967268665,386.2116287485985,a
197.0021795632173,416.1853674466229,a
239.04863290323237,384.972714487903,a
224.29341492537858,416.4966079173163,a
196.20154866424326,456.75086841141746,a
233.96876096274113,455.3449774028623,a
230.33584763066804,436.9868398468339,a
160.41116674483214,464.1839846737768,a
215.57926214133542,429.1715347573035,a
227.8242283928879,444.22148089073113,a
190.80157890456132,425.62260214557153,a
232.5377894835544,407.8005075675411,a
175.9295383677816,377.2913292014275,a
238.14746850773378,409.6118973364377,a
220.89714537379393,324.5024255679468,a
184.04850493342212,342.0749308821582,a
243.46647364567747,331.74989082055504,a
254.6457127359775,248.6755836807078,a
193.63955786155873,228.12277362092664,a
213.18517918445352,254.10609405906555,a
202.14774822544632,209.74245862123536,a
205.256235767718,220.24473956877586,a
214.7533784602299,225.49943381590464,a
188.02371965298815,204.61608671541643,a
200.78476069985481,130.21966542751625,a
178.4265716064507,167.4667185775548,a
195.76144023359913,166.62494774101708,a
156.01149681890453,190.61218224629948,a
182.47728545403274,165.29451241251854,a
204.6296977704376,206.93474124963632,a
186.65723514056862,156.2847040124181,a
160.8540049484937,113.63365684887981,a
206.24124017870753,149.21777329693117,a
155.86990497147644,143.04506609088367,a
203.33573951639107,103.8787366104475,a
224.16788450748044,91.29972091527407,a
183.4413788759019,99.02249554222743,a
223.01678033750102,85.52710462668699,a
206.27338253947377,196.80340257882057,a
199.14886125367556,135.43308611920435,a
206.01503775760355,111.39334821302629,a
185.71534485181894,103.09698592893346,a
175.74069487961376,132.0147510018282,a
175.6815718772096,103.46013830703646,a
243.62660250988276,102.55789486564476,a
195.80892811299702,147.35272131405247,a
206.72753899736068,67.0419402997785,a
209.99555141792231,97.79159366752612,a
173.15463223672418,61.204573310334524,a
207.6641587568816,98.22885703834783,a
180.0223432103364,107.4505777512727,a
213.82346955492758,109.881728393873,a
200.19386187902126,39.723604524299446,a
374.94619966310484,447.3933059201537,b
362.49945155717876,429.92618260375883,b
369.6315138185028,467.2568080971911,b
384.32952928912204,429.1030687310086,b
299.58260661374345,387.30768966585487,b
343.21622474516613,414.65871159308,b
378.9329299241579,364.3606813455436,b
358.18922728240653,391.2364458298425,b
402.92139340691114,323.3970060381157,b
416.94610888395084,329.61514171691283,b
401.9685711482885,314.5320752482541,b
374.3121081383645,262.11619746627844,b
410.4565281121075,222.05174443878548,b
370.5080789271627,248.0316821977304,b
392.11907331121006,233.90421172715338,b
354.2097124797055,148.41114084004852,b
339.4572242147229,140.06382161822086,b
367.28448138206295,153.68448288907388,b
369.7041677762164,166.76414456214292,b
365.52917249029775,166.0332331508755,b
349.35472264215,170.7756485668404,b
375.3897145423082,111.13565066037881,b
361.5831414582159,97.9563158033692,b
392.53737220386614,91.95343947964051,b
391.518382407864,100.37158622048742,b
358.07637461419205,133.49506506278556,b
330.14688587595003,25.670316376251662,b
355.9720220129208,74.5187608644498,b
380.516070074689,134.6191872280603,b
336.11556209447906,75.89718674601227,b
408.8707929107178,122.44311243814604,b
403.74340750754277,117.7259212305475,b
355.77029122913234,74.21207773415227,b
371.7382950799284,49.54682245419275,b
420.1990351916041,52.064529515293884,b
396.4415827761997,65.67592314441697,b
371.66664945073063,95.79838196185415,b
337.5634277995075,53.05314560937734,b
377.94901016592553,35.0414732817668,b
367.9383281643993,50.140378717320004,b
373.5634468664834,72.5433319262977,b
382.15902002470744,77.60624858642768,b
396.3098960271099,96.32628719358598,b
379.4247826211911,138.5476000742404,b
356.58355595724436,192.96305000647038,b
359.2408907889452,202.04677902559501,b
397.20437134230104,227.70105913904018,b
363.83598317592725,267.41473195217657,b
385.5577042503717,313.9222819163128,b
391.5873159750891,274.0817587099913,b
373.87600186827274,328.543891172058,b
390.08674440307107,333.98963526299264,b
347.23320844457845,311.8719042647667,b
329.16630115138594,323.9731788468047,b
400.58942978013005,354.6603416216317,b
392.18764781052187,309.19269950920426,b
346.79229997154965,415.51549957451385,b
350.98097265130787,375.2744690967268,b
370.0943670027355,387.571903206817,b
380.5986861125331,423.85930335823275,b
342.4857514385143,426.27316211262576,b
403.38051534663595,396.3464651426142,b
340.79718098963394,447.18287893113,b
369.6204406330746,384.51630536720705,b
399.91547248187453,477.02316210470866,b
370.19232956615963,453.08763041038947,b
378.47505384908317,416.18672193359293,b
413.654382079246,370.5203992390036,b
403.97180529695873,343.02442338285493,b
357.0220313680305,296.4817683693004,b
405.4557358461676,275.4738573246067,b
355.71033666681734,235.88858994453403,b
381.9591073793935,284.30898329887253,b
410.77086474746665,230.11837384402588,b
368.3584612006806,252.01083312065433,b
372.14893856285346,146.8663191687083,b
363.0572252080023,176.99629999224896,b
406.7662463630014,171.8868364102293,b
398.73023737094513,159.33162194091176,b
399.99431417305817,181.45145771954537,b
421.5775536185097,208.3722210230619,b
415.21337958811876,121.76365561265925,b
404.96525874180816,164.75697582788115,b
376.1852789134582,104.42558666436815,b
396.7585382919681,93.629015726327,b
381.30831020352565,159.29381757035856,b
428.88164240717657,116.86955299746091,b
409.04929148345695,113.48369053198593,b
387.3379320443323,120.55919646995062,b
406.4894838234361,123.3941742662787,b
413.44021879548035,94.04993397537777,b
412.85178146671956,77.15920132402329,b
412.1743193693429,86.99384120478095,b
397.9162289513139,43.04307996630513,b
351.3039334118783,87.13519070326925,b
399.68280004134715,91.3855390241431,b
372.71815323314786,39.38336116796188,b
426.2063539365745,95.45267817147669,b
382.7533477965226,85.23007238375106,b
412.1388641825718,72.26897705021145,b
313.36786480898024,57.464396606729565,b
390.82560374550826,48.25398743017956,b
380.6036708029826,82.15577324516158,b
403.07381997066864,89.19252238895706,b
399.8455476941825,103.67145902122797,b
437.4664238947165,96.55852706457472,b
382.71728747093516,113.00201188665335,b
351.9202389669165,81.85046173607822,b
405.2395331778558,131.11454667452642,b
399.10224512018897,155.26411091232592,b
385.13727444647617,219.09264400766574,b
388.25914018826614,167.26922064353653,b
380.67754808860474,260.89727101187094,b
385.35451754867967,277.77077294945536,b
393.27282468013317,330.50347701026044,b
397.21623886573536,347.0406656400494,b
399.08350659060653,348.86945900966964,b
404.7878425727396,387.1260101497538,b
358.91097180944394,343.83988884322173,b
374.41635932622813,374.3278009977009,b
416.67895667153925,419.6306681178571,b
377.87523941287253,405.52828516266004,b
419.51260520318135,407.6316134857792,b
336.0561776449476,402.91798694796324,b
354.7096584031081,453.85766456527466,b
344.12271131233314,413.7564921032322,b
396.13304430802424,441.4116169283656,b
397.5663966558292,422.43964493655744,b
391.8774545267721,458.64359316404557,b
367.01635495927746,403.8546823864125,b
365.57479332476885,467.9686764518969,b
405.57231709422655,448.7259103814988,b
339.97780746801095,421.26807235696623,b
408.2569226659658,423.1218195231055,b
351.7856257419886,376.3641887614587,b
380.4251702172855,417.91371973961947,b
382.35607473471435,380.1835129279901,b
352.3196622361766,305.6758653261433,b
388.1123913777842,313.41020447244404,b
404.93419234031677,276.6380985941902,b
337.4781575503073,204.78359557060423,b
328.74282781402746,230.51027709462142,b
347.54627329056945,162.94869698331144,b
334.90497604713886,213.86265136310857,b
369.49173856926114,197.11546361008988,b
395.903738929721,183.48548330429514,b
409.61403167113457,193.4242343887766,b
373.6240980150329,203.851621614568,b
396.0473239683443,204.12372113675838,b
397.10038770842283,138.87405149980924,b
364.85985779733517,148.3105262638835,b
378.62580403577755,130.23216569331646,b
376.2333141423765,104.40063840570491,b
395.5442808419286,177.8982584221418,b
391.7753054319015,111.81542483076362,b
351.03548693581223,131.53920077458986,b
403.23290408774886,133.39660126365476,b
396.3059531356921,84.89923873166111,b
361.69798080122683,146.7987084378217,b
348.2076151790633,152.5251951710992,b
349.33400544047583,88.36941663891668,b
367.53059501591264,100.13889344414105,b
410.48036296053795,82.63139506910238,b
377.17719826395444,89.33741396099458,b
383.52166246308013,102.5622191106873,b
363.9706063656531,44.31437440160414,b
435.39433206989753,95.46452966093932,b
417.63395697387057,72.71750819819147,b
404.6140377903841,59.653977683325195,b
381.17191928258353,35.37329175854882,b
375.9390783117381,75.4262324652181,b
393.0786916746582,42.74084881685661,b
413.67364192896116,27.81052345036278,b
371.01761517389997,57.05096096139789,b
403.20408101295794,51.45069033172638,b
427.6078079170677,33.72814826677495,b
368.82315996623055,49.68058332369674,b
396.91765815151575,33.34248779614478,b
406.23766809556935,28.9173812594604,b
385.5825467421916,74.80874390389073,b
384.8414574866471,8.965340917578203,b
355.6498705432094,14.003226969077332,b
382.4141809917829,79.16235193587175,b
397.64490231866296,38.480318825392374,b
596.8959432385058,459.4727726390165,c
586.7586736367083,438.9570232260186,c
611.3497249810379,426.96917867584386,c
566.067487409671,445.81488380011507,c
581.0830678464774,452.9329610427166,c
646.952944806636,486.1668558435085,c
615.8717432431552,470.3273402875944,c
581.8573990845497,445.91300859348434,c
621.2843653853487,471.23039172917004,c
644.0279721102019,466.19824385192305,c
606.068415157993,486.267027013255,c
599.0789829281143,446.46047817137674,c
584.7828169722236,452.0383759847186,c
635.1380921146118,497.1345479685136,c
618.8681285964218,447.97309918392403,c
623.8908464682381,480.69422849814754,c
584.6522111143147,447.04586373260537,c
570.117582653808,415.04133821291646,c
559.9372869341588,405.641825161281,c
565.5052641655735,378.9971420048836,c
539.8771247781949,392.28269699759386,c
556.501300214644,409.4637320725295,c
583.111307526849,386.20028487642037,c
569.4425559652889,469.55341532880095,c
611.9827802385797,384.42737777121306,c
634.3641874884045,422.0571010119204,c
588.2898985699032,440.86479053197854,c
598.0558475044197,430.5461489717744,c
601.6441561988751,453.34202000118404,c
554.7323019345196,441.87420472261306,c
628.5131117432579,423.9788688705675,c
626.7613441292943,422.348065628218,c
583.707977319667,366.2425826199568,c
597.7672565099174,422.28966028637757,c
606.5378631786969,397.74338012091584,c
638.1926905209748,390.55694238172566,c
609.909177388621,425.5168063889661,c
605.3555532571662,393.1665469106589,c
626.8116631815257,374.598411170388,c
678.2293534474848,436.6154417893273,c
650.882187532385,440.29322451119003,c
629.3790166531821,434.28599963526926,c
672.2016779532856,451.2374354407234,c
687.0545903315877,455.4858620580653,c
587.9513859345861,456.77550096705227,c
615.2892858033388,460.54623185470285,c
647.9316960364832,458.4044503030275,c
625.6039790912441,475.5204121152299,c
599.0510596590588,434.6214720918705,c
619.7980063386655,411.9361976867808,c
571.4445251643089,343.69993886726405,c
622.8173947367492,359.4867086738414,c
624.0231093968149,336.16680360738604,c
616.5296498725055,397.8438531014764,c
645.6512798569286,359.0649652551766,c
673.4278900211642,365.15876752423014,c
656.1487049703188,369.16407948522533,c
647.6062313692366,404.1654111383567,c
608.0683938044394,403.8478569873073,c
652.8746574656161,393.5710114245524,c
667.1527732711443,452.75551756808693,c
599.9525910657277,467.02617834269785,c
603.9384553430417,455.08552676911245,c
651.6453608831202,437.89002146351436,c
585.1003696149231,426.19947285595714,c
563.750695237796,388.3164177244538,c
641.9277949586793,298.2797102412025,c
630.256148745097,397.0219898941583,c
629.6427457766724,371.2483493892916,c
635.6018347781517,360.53601412128353,c
634.0344387845238,339.7970653260578,c
633.2713940186536,321.5836872749884,c
639.89263592796,394.4416771871197,c
666.0249030738818,423.32524629563324,c
639.0826760213541,441.2835082947377,c
627.8411604968666,390.54371535258156,c
680.0794953456681,426.8596562759167,c
644.5087670313743,446.97791105252435,c
609.0565738084887,408.12943531393796,c
635.0966478148279,419.38404798501136,c
667.9250431064266,444.4284705117868,c
647.2892473338718,427.11246002387054,c
544.4993306814872,248.6312452833591,d
552.3021184790118,240.92515090139386,d
530.8880295669527,212.91622221105234,d
554.2473512081349,180.34076786358526,d
566.3831363698893,205.51795758568784,d
559.7227487543068,187.72874519395754,d
587.9244198055802,136.47874815054325,d
581.7237757510738,158.13559489314054,d
578.8582418224819,193.1267339547607,d
614.0860710168238,143.1184577771853,d
611.8510010079347,130.21130018466073,d
608.4142927093598,151.2667291601012,d
583.8911547990577,142.81504149801543,d
616.2039978353723,148.07014699017463,d
646.8006386920919,113.25780430357491,d
654.8898025301207,109.70431729641325,d
584.6272250181796,157.67342099831347,d
653.8829835793456,95.74683427551537,d
597.9036642821497,109.78179012457707,d
617.037094540033,89.64197342017877,d
